title,description,date
WHAT OSU THINKS OF GEORGIA'S OFFENSE,"Ohio State defensive coordinator Jim Knowles, linebackers Tommy Eichenberg and Steele Chambers and more Buckeyes shared their thoughts on Georgia's offense this week.","30 Dec 2022
by Garrick Hodge
7 COMMENTS"
WHAT GEORGIA THINKS OF OSU'S DEFENSE,"Georgia quarterback Stetson Bennett, offensive coordinator Todd Monken, offensive tackle Broderick Jones and more give their thoughts on Ohio State's defense.","30 Dec 2022
by Garrick Hodge
17 COMMENTS"
WHAT GEORGIA THINKS OF OSU'S OFFENSE,"Georgia's Kirby Smart, co-defensive coordinators Will Muschamp and Glenn Schumann, Chris Smith and more shared their thoughts on Ohio State’s offense this week.","30 Dec 2022
by Garrick Hodge
27 COMMENTS"
PEACH BOWL PREVIEW,"Five weeks after losing to Michigan, Ohio State seeks to rewrite the story of its season by earning an upset win over No. 1 seed Georgia in the College Football Playoff semifinals.","30 Dec 2022
by Dan Hope
74 COMMENTS"
"DAY, SMART SPEAK AT FINAL PRE-BOWL PRESSER","Ryan Day and Kirby Smart discuss expectations, recruiting battles and mutual respect for each other's programs at their final pre-Peach Bowl press conference.","30 Dec 2022
by Griffin Strom
36 COMMENTS"
GEORGIA ROUNDTABLE,"Playoffs? Playoffs! Our own Dan Hope, Ramzy Nasrallah and Matt Gutridge join the 11W Roundtable as Ohio State and Georgia finish up prep for tomorrow's CFP clash.","30 Dec 2022
by Chris Lauderback
53 COMMENTS"
KNOWLES READIES FOR “COMPLETE” UGA OFFENSE,"Georgia's well-balanced offense presents a “huge challenge” for the Buckeyes, but Jim Knowles says it's “one our guys have worked for all year.”","30 Dec 2022
by Griffin Strom
21 COMMENTS"
OSU WINS BATTLE FOR BOWL WEEK BELT,"Ohio State bested Georgia 4-1 in the Battle for the Bowl Week competition, winning various team activities leading up to Saturday's Peach Bowl.","29 Dec 2022
by Garrick Hodge
27 COMMENTS"
PEACH BOWL / CFP TRAILER,All Ohio State needs is an opportunity. It's time for the Buckeyes to shock the world.,"29 Dec 2022
by 11W Staff
38 COMMENTS"
HENDERSON TRYING TO LEAD THROUGH INJURY,TreVeyon Henderson said he “tried to make a comeback” for the College Football Playoff but ultimately decided he had to undergo surgery due to persistent pain in his foot.,"29 Dec 2022
by Dan Hope
24 COMMENTS"
"X, EA, PROCTOR WEIGHING OPTIONS FOR FUTURE","With another year of eligibility remaining, fifth-year seniors Xavier Johnson, Palaie Gaoteote and Josh Proctor are all weighing their options for what comes next after 2022.","29 Dec 2022
by Griffin Strom
38 COMMENTS"
MITCHELL “LOCKED IN” WITH OSU FOR CFP,Teradja Mitchell is still trying to do whatever he can to help Ohio State win the College Football Playoff even though he’ll be transferring elsewhere once the season ends.,"29 Dec 2022
by Dan Hope
22 COMMENTS"
"MIYAN RETURNS, BROWN IMPRESSES AT PRACTICE",Miyan Williams was present at Ohio State practice Thursday and Devin Brown turned heads with a 50+ yard touchdown pass to Kyion Grayes in 11-on-11 reps.,"29 Dec 2022
by Griffin Strom
79 COMMENTS"
JONES “FULLY GOOD TO GO” FOR PEACH BOWL,Ohio State right guard Matt Jones says he’s “had a great three weeks of practice” leading up to the Peach Bowl after missing the Michigan game with an injury.,"29 Dec 2022
by Dan Hope
28 COMMENTS"
THREE KEYS TO BEATING GEORGIA,"With so much talent on both sides of the field, the Buckeyes will have to be nearly perfect in these three areas.","29 Dec 2022
by Kyle Jones
75 COMMENTS"
WILLIAMS BACK AT PRACTICE THURSDAY,Ohio State running back Miyan Williams is expected to practice on Thursday despite his absence from Peach Bowl Media Day.,"29 Dec 2022
by Chase Brown
67 COMMENTS"
DEFENSE PLAYING “PISSED OFF” IN PRACTICE,"Practicing with an extra edge in the leadup to the Peach Bowl, the Ohio State defense is ready to ""prove everybody wrong"" in the College Football Playoff.","28 Dec 2022
by Griffin Strom
124 COMMENTS"
"LBS, SAFETIES FACE BIG TEST IN COVERAGE",Ohio State’s linebackers and safeties will be challenged in pass coverage by Georgia tight ends Brock Bowers and Darnell Washington and running back Kenny McIntosh.,"28 Dec 2022
by Dan Hope
27 COMMENTS"
GEORGIA,"C.J. Stroud, Marvin Harrison Jr. and Emeka Egbuka, among other pass catchers, must bring their A-game to have a shot up upsetting Georgia in a CFP semifinal.","28 Dec 2022
by Chris Lauderback
18 COMMENTS"
PEACH BOWL / CFP GAME POSTER,The World Famous Ohio State Buckeyes have been resurrected in this week's game poster.,"28 Dec 2022
by 11W Staff
24 COMMENTS"
MALICIOUS COMPLIANCE,"The best version of the 2022 Ohio State Buckeyes is capable of beating any team in Atlanta on New Year's Eve, including the one it's facing.","28 Dec 2022
by Ramzy Nasrallah
79 COMMENTS"
"MIYAN OUT, JONES IN","Miyan Williams was absent from Ohio State's open viewing window for practice at Mercerdes-Benz Stadium Wednesday, but Matt Jones and C.J. Hicks were both on the field.","28 Dec 2022
by Dan Hope and Griffin Strom
123 COMMENTS"
PEACH BOWL KEYS TO THE GAME,We break down what Ohio State needs to do well and which Buckeyes will need to step up on both sides of the ball to beat Georgia in Saturday’s Peach Bowl.,"28 Dec 2022
by Dan Hope and Griffin Strom
12 COMMENTS"
"PENALTIES, DISCIPLINE KEY FOR OSU","If Ohio State wants to upset Georgia in the College Football Playoff Semifinal, the Buckeyes must be more disciplined and minimize their number of penalties.","28 Dec 2022
by Josh Poloha
38 COMMENTS"
"BOSA, HEYWARD WIN NFL DEFENSIVE POTW",Former Buckeyes Nick Bosa and Cameron Heyward earn NFL Defensive Player of the Week honors for their performances in Week 16.,"28 Dec 2022
by Chase Brown
4 COMMENTS"
"KNOWLES, OSU DEFENSE TALK UGA, MICHIGAN","Jim Knowles expects a ""huge challenge"" in the Georgia offense and Jack Sawyer says the Buckeyes are playing ""pissed off"" in practice as the OSU defense previews the Peach Bowl.","28 Dec 2022
by Griffin Strom
152 COMMENTS"
PHYSICALITY WILL BE “BIGGEST FACTOR”,"In a matchup with arguably the nation’s best defense and one of the most physical teams in the country, Paris Johnson Jr. believes physicality will be the determining factor.","28 Dec 2022
by Griffin Strom
45 COMMENTS"
GEORGIA,"This week the Level is very Threatened, as a functional road game against the defending national champions isn't the ideal way to back into the College Football Playoff.","27 Dec 2022
by Johnny Ginter
82 COMMENTS"
OSU NOT USING LSU AS TEMPLATE VS. UGA,"While LSU's 502-yard passing performance against Georgia may seem like a hole OSU could exploit, Kevin Wilson says ""that wasn't necessarily the formula to win the game.""","27 Dec 2022
by Griffin Strom
50 COMMENTS"
TRAYANUM “BACK MORE IN MY HABITAT” AT RB,Chip Trayanum was willing to be a linebacker to play for a national championship contender but is happy to be playing his preferred position after moving back to running back.,"27 Dec 2022
by Dan Hope
62 COMMENTS"
WILSON’S SPENT “70%” OF HIS TIME ON OSU,"Kevin Wilson's been pulling double duty since being hired as the new Tulsa head coach on Dec. 5, but he's still spent most of his time on Ohio State since then.","27 Dec 2022
by Griffin Strom
53 COMMENTS"
WILLIAMS “UNDER THE WEATHER” TUESDAY,"Chip Trayanum took Miyan Williams' place speaking to the media Tuesday, saying Williams was ""a little under the weather.""","27 Dec 2022
by Garrick Hodge
62 COMMENTS"
DIPPRE PICKS ALABAMA OVER OSU,"Former Maryland tight end CJ Dippre is transferring to Alabama, choosing the Crimson Tide over Ohio State.","27 Dec 2022
by Garrick Hodge
160 COMMENTS"
"WILSON, OSU OFFENSE TALK CFP PREP","Kevin Wilson, C.J. Stroud, Emeka Egbuka, Marvin Harrison Jr., Paris Johnson Jr. and Chip Trayanum all addressed the media at the first in-person press conference in Atlanta...","27 Dec 2022
by Griffin Strom
49 COMMENTS"
"BOSA, HEYWARD DOMINATE IN NFL WEEK 16","Dominant performances by Nick Bosa and Cameron Heyward, a game-winning takeaway by Vonn Bell and Chase Young’s return highlighted NFL Week 16 for former Buckeyes.","27 Dec 2022
by Dan Hope
5 COMMENTS"
BULLDOGS IMPRESSED BY BUCKEYE PASS ATTACK,"The Georgia defense is impressed by Ohio State's ""unique"" pass attack led by a ""very dynamic quarterback"" in C.J. Stroud and a ""really good player"" in Marvin Harrison Jr.","27 Dec 2022
by Griffin Strom
53 COMMENTS"
"CADE WILL ""NEVER ADMIT"" IMPACT OF INJURY","Cade Stover's poor performance against Michigan may have been due in part to an injury: “Everybody is banged up at the end of the season.""","26 Dec 2022
by Griffin Strom
105 COMMENTS"
"DAY TALKS OHIO STATE, PEACH BOWL, GEORGIA",Ohio State head coach Ryan Day spoke with the media on Monday as the Buckeyes are ready to roll in preparation for their Peach Bowl matchup with Georgia in the College Football...,"26 Dec 2022
by Chase Brown
54 COMMENTS"
“NOT A LOT OF PEOPLE GIVE US A CHANCE”,"Ryan Day liked what he saw in Ohio State's final practices before the Peach Bowl and says the Buckeyes “know what we're in for, we know what the challenge is.""","26 Dec 2022
by Griffin Strom
150 COMMENTS"
"BUCKS, DAWGS WHO COULD‘VE SWITCHED SIDES","Ohio State and Georgia both tried hard to recruit many of each other’s current players, such as C.J. Stroud, Paris Johnson Jr., Kelee Ringo and Kendall Milton.","26 Dec 2022
by Dan Hope
53 COMMENTS"
MR. BRIGHTSIDE,It's Christmas. Push the negativity and concern to the side for just one day.,"25 Dec 2022
by Chris Lauderback
46 COMMENTS"
MARVIN’S 12 MOST SPECTACULAR CATCHES,"Marvin Harrison Jr. has made a habit of highlight-reel catches all year, so we ranked the 12 best catches that made him Ohio State’s first unanimous All-American wide receiver.","25 Dec 2022
by Dan Hope
27 COMMENTS"
BOWL GAME BESTS,"Heading into Ohio State's 55th bowl game, we take a look at Ohio State’s best individual passing, rushing and receiving performances in bowl games between 1920 and 2022.","24 Dec 2022
by Matt Gutridge
35 COMMENTS"
DAY HIGH ON ALL FOUR WR SIGNEES,"Ohio State’s incoming freshman wide receiver corps is no one-man band as Ryan Day expects all four 2023 wideout signees to be ""really good players for us.""","24 Dec 2022
by Griffin Strom
36 COMMENTS"
OSU IN TOP TWO FOR MARYLAND TE TRANSFER,"CJ Dippre is set to announce his next stop on Tuesday, and will choose between Ohio State and Alabama.","23 Dec 2022
by Griffin Strom
109 COMMENTS"
O-LINE EXCITED FOR CHALLENGE VS. CARTER,"The Buckeyes know it won’t be easy going up against Georgia defensive lineman Jalen Carter, but they’re relishing the opportunity to battle a projected top-five NFL draft pick.","23 Dec 2022
by Dan Hope
87 COMMENTS"
“THE PROGRAM IS IN A GREAT PLACE”,"With a national championship opportunity still on the table, Ryan Day is “not gonna overreact” to the setbacks on the gridiron and recruiting trail over the past month.","23 Dec 2022
by Griffin Strom
138 COMMENTS"
WHAT'S IN THE GAME PLAN FOR UGA?,What might the play-call sheet look like for Ryan Day and Jim Knowles on December 31?,"22 Dec 2022
by Kyle Jones
134 COMMENTS"
JAYDEN BONSU,"Jayden Bonsu has multi-positional potential as a big, physical safety in the Buckeyes’ 2023 class.","22 Dec 2022
by Griffin Strom
69 COMMENTS"
SMITH JR. “GLAD TO BE” AT OSU,Ohio State legacy signee Will Smith Jr. said he was “glad to be” following in his father's footsteps as he signed his National Letter of Intent Wednesday.,"22 Dec 2022
by Garrick Hodge
23 COMMENTS"
AJANI CORNELIUS TO OREGON,"Ohio State misses out on one of its top transfer portal targets as former Rhode Island offensive tackle Ajani Cornelius commits to Oregon over OSU, Nebraska and Tennessee.","21 Dec 2022
by Dan Hope
85 COMMENTS"
OHIO STATE ADDS TRANSFER KICKER,Ohio State adds a transfer kicker for the third consecutive year as former Kent State kicker Casey Magyar announces he will transfer to Ohio State as a preferred walk-on.,"21 Dec 2022
by Dan Hope
44 COMMENTS"
FULL-TIME POSITION FOR TRAYANUM TBD,Ryan Day says he'll sit down with Chip Trayanum after the season to decide whether he's more comfortable playing at running back or linebacker in 2023 and beyond.,"21 Dec 2022
by Griffin Strom
36 COMMENTS"
HENRY PLANS TO TRAVEL TO PEACH BOWL,Avery Henry plans to travel with the team to Atlanta despite his osteosarcoma diagnosis and Ryan Day says the Buckeyes are “going to be a part of this fight with him.”,"21 Dec 2022
by Dan Hope
10 COMMENTS"
"DAY TALKS '23 SIGNEES, DECOMMITMENTS, NIL","Day praises Ohio State's latest signees, touches on some missed opportunities on the recruiting trail and discusses how NIL impacted this year's class.","21 Dec 2022
by Griffin Strom
185 COMMENTS"
JOSHUA MICKENS,Ohio State has bolstered its defensive line for the 2023 class with the addition of Indiana prospect Joshua Mickens.,"21 Dec 2022
by Garrick Hodge
60 COMMENTS"
CARNELL TATE,Brian Hartline signs yet another top-10 wide receiver as Carnell Tate makes it official with the Buckeyes’ 2023 class.,"21 Dec 2022
by Griffin Strom
13 COMMENTS"
CEDRICK HAWKINS,"Following his mid-Rose Bowl commitment to start the year, Cedrick Hawkins ends 2022 as a Buckeye after inking his National Letter of Intent on Wednesday.","21 Dec 2022
by Griffin Strom
9 COMMENTS"
CALVIN SIMPSON-HUNT,Ohio State adds an athletic and physical cornerback as Calvin-Simpson Hunt signs with the 2023 recruiting class.,"21 Dec 2022
by Chase Brown
18 COMMENTS"
ARVELL REESE,Arvell Reese is the only linebacker signee for the 2023 class but Ohio State has big expectations for the Glenville product.,"21 Dec 2022
by Garrick Hodge
10 COMMENTS"
JASON MOORE,Ohio State adds a defensive lineman with plenty of potential as Jason Moore signs with the 2023 recruiting class.,"21 Dec 2022
by Chase Brown
10 COMMENTS"
LINCOLN KIENHOLZ,Ohio State adds a dual-threat presence to its quarterback room as Lincoln Kienholz signs with the 2023 recruiting class.,"21 Dec 2022
by Chase Brown
26 COMMENTS"
JERMAINE MATHEWS,Ohio State adds a defensive playmaker with a knack for finding the end zone as four-star cornerback Jermaine Mathews signs with the Buckeyes.,"21 Dec 2022
by Garrick Hodge
12 COMMENTS"
JELANI THURMAN,"A 6-foot-5, 230-pound tight end with receiver-like athleticism and natural pass-catching ability, Jelani Thurman has the potential to develop into a major weapon for Ohio State.","21 Dec 2022
by Dan Hope
11 COMMENTS"
MILES WALKER,Three-star offensive lineman Miles Walker inks his National Letter of Intent as Ohio State secures the No. 34 offensive tackle prospect and fourth-rated player in Connecticut.,"21 Dec 2022
by Griffin Strom
8 COMMENTS"
BRYSON RODGERS,Ohio State adds a crisp route runner with a diverse route tree at wide receiver as Bryson Rodgers signs with the 2023 recruiting class.,"21 Dec 2022
by Chase Brown
9 COMMENTS"
WILL SMITH JR.,Will Smith Jr. made a big rise in the recruiting rankings over the past year and will now look to build upon his father’s legendary legacy on Ohio State’s defensive line.,"21 Dec 2022
by Dan Hope
9 COMMENTS"
NOAH ROGERS,Top-50 prospect Noah Rogers adds another nationally elite pass catcher to Ohio State's deep stable of wideouts as the No. 7 WR in the country signs with the Buckeyes.,"21 Dec 2022
by Griffin Strom
15 COMMENTS"
BRANDON INNISS,Brandon Inniss is the fifth composite five-star wide receiver to sign with Ohio State since 2019 and has the skills to quickly emerge as the Buckeyes’ next star pass-catcher.,"21 Dec 2022
by Dan Hope
15 COMMENTS"
SIGNING DAY CENTRAL,Your one-stop shop to learn more about all of Ohio State's signees during the early signing period.,"21 Dec 2022
by Garrick Hodge
183 COMMENTS"
JOSHUA PADILLA,Joshua Padilla has been the longest-standing Ohio State commitment and will play center when he arrives in Columbus.,"21 Dec 2022
by Garrick Hodge
8 COMMENTS"
KAYDEN MCDONALD,Four-star 2023 defensive tackle Kayden McDonald is a versatile defensive tackle that can also tote the rock on goal-line carries.,"21 Dec 2022
by Garrick Hodge
15 COMMENTS"
